Data,Year
110.86174140999907,1972-05-01
110.86657385177985,1975-02-01
110.8714659324146,1980-02-01
110.87641782887408,1981-09-01
110.8814297181291,1981-12-01
110.88650177715041,1984-03-01
110.8916341829088,1987-04-01
110.89682711237505,1988-04-01
110.90208074251991,1989-05-01
110.9073952503142,1991-01-01
110.91277081272865,1991-02-01
110.91820760673406,1992-12-01
110.9237058093012,1993-03-01
110.92926559740086,1993-07-01
110.93488714800381,1994-03-01
110.94057063808081,1996-03-01
110.94631624460266,1999-07-01
110.95212414454012,1999-10-01
110.95799451486398,1999-12-01
110.963927532545,2000-04-01
110.96992337455397,2000-10-01
110.97598221786167,2000-11-01
110.98210423943887,2004-01-01
110.98828961625634,2004-05-01
110.99453852528485,2004-07-01
111.00085114349521,2004-08-01
111.00722764785816,2005-05-01
111.0136682153445,2006-06-01
111.020173022925,2007-10-01
111.02674224757043,2009-10-01
111.03337606625156,2010-01-01
111.0400746559392,2010-05-01
111.04683819360409,2010-09-01
111.05366685621702,2011-01-01
111.06056082074878,2011-09-01
111.06752026417013,2012-10-01
111.07454536345183,2013-01-01
111.08163629556469,2013-04-01
111.08879323747948,2014-12-01
111.09601636616696,1929-05-01
111.10330585859793,1929-08-01
111.11066189174315,1938-10-01
111.1180846425734,1939-10-01
111.12557428805944,1940-11-01
111.13313100517207,1941-12-01
111.14075497088206,1943-06-01
111.14844636216019,1943-09-01
111.15620535597722,1943-10-01
111.16403212930395,1944-06-01
111.17192685911114,1944-07-01
111.17988972236958,1946-06-01
111.18792089605003,1947-10-01
111.19602055712328,1959-01-01
111.20418888256009,1960-07-01
111.21242604933126,1969-02-01
111.22073223440754,1971-11-01
111.22910761475973,1972-11-01
111.23755236735859,1973-11-01
111.24606666917491,1978-11-01
111.25465069717946,1979-09-01
111.26330462834302,1979-11-01
111.27202863963636,1980-04-01
111.28082290803026,1982-01-01
111.28968761049549,1985-03-01
111.29862292400283,1986-11-01
111.30762902552307,1987-03-01
111.31670609202698,1988-05-01
111.32585430048532,1990-03-01
111.33507382786888,1991-08-01
111.34436485114843,1992-04-01
111.35372754729477,1992-09-01
111.36316209327863,1994-10-01
111.37266866607084,1996-04-01
111.38224744264214,1998-02-01
111.39189859996333,1998-08-01
111.40162231500516,1998-09-01
111.41141876473843,2001-09-01
111.4212881261339,2002-09-01
111.43123057616235,2002-10-01
111.44124629179457,2002-11-01
111.45133545000132,2003-04-01
111.4614982277534,2004-09-01
111.47173480202154,2004-11-01
111.48204534977657,2007-02-01
111.49243004798923,2007-06-01
111.50288907363031,2007-12-01
111.5134226036706,2009-07-01
111.52403081508085,2011-08-01
111.53471388483186,2012-04-01
111.54547198989438,2013-03-01
111.55630530723921,2013-08-01
111.56721401383712,2013-11-01
111.57819828665887,1929-02-01
111.58925830267528,1931-12-01
111.60039423885708,1934-11-01
111.61160627217507,1937-12-01
111.62289457960001,1940-04-01
111.6342593381027,1943-04-01
111.64570072465389,1944-02-01
111.65721891622438,1945-01-01
111.66881408978495,1947-07-01
111.68048642230634,1949-03-01
111.69223609075935,1952-08-01
111.70406327211478,1953-05-01
111.71596814334336,1953-11-01
111.72795088141591,1955-04-01
111.74001166330316,1956-02-01
111.75215066597593,1957-02-01
111.76436806640498,1958-11-01
111.77666404156108,1960-09-01
111.78903876841501,1962-10-01
111.80149242393756,1969-07-01
111.81402518509948,1970-10-01
111.82663722887158,1972-08-01
